timestamp,main_loop_flowrate_lpm,discharge_pressure_1_kpa,discharge_pressure_2_kpa
2025-08-17T14:59:57.250Z,16.13,42.3,24.2
2025-08-17T14:59:57.500Z,18.65,47.3,28
2025-08-17T14:59:57.750Z,25,60,37.5
2025-08-17T14:59:58.000Z,17.23,44.5,25.8
2025-08-17T14:59:58.250Z,15.83,41.7,23.7
2025-08-17T14:59:58.500Z,23.17,56.3,34.8
2025-08-17T14:59:58.750Z,20.92,51.8,31.4
2025-08-17T14:59:59.000Z,16.07,42.1,24.1
2025-08-17T14:59:59.250Z,19.04,48.1,28.6
2025-08-17T14:59:59.500Z,22.33,54.7,33.5
2025-08-17T14:59:59.750Z,22.32,54.6,33.5
2025-08-17T15:00:00.000Z,23.2,56.4,34.8
2025-08-17T15:00:00.250Z,24.72,59.4,37.1
2025-08-17T15:00:00.500Z,24.48,59,36.7
2025-08-17T15:00:00.750Z,17.77,45.5,26.7
2025-08-17T15:00:01.000Z,16.57,43.1,24.8
2025-08-17T15:00:01.250Z,20.21,50.4,30.3
2025-08-17T15:00:01.500Z,22.05,54.1,33.1
2025-08-17T15:00:01.750Z,16.3,42.6,24.4
2025-08-17T15:00:02.000Z,23.71,57.4,35.6
2025-08-17T15:00:02.250Z,18.65,47.3,28
2025-08-17T15:00:02.500Z,19.71,49.4,29.6
2025-08-17T15:00:02.750Z,16.06,42.1,24.1
2025-08-17T15:00:03.000Z,21.02,52,31.5
2025-08-17T15:00:03.250Z,24.48,59,36.7
2025-08-17T15:00:03.500Z,23.81,57.6,35.7
2025-08-17T15:00:03.750Z,15.84,41.7,23.8
2025-08-17T15:00:04.000Z,19.24,48.5,28.9
2025-08-17T15:00:04.250Z,20.51,51,30.8
2025-08-17T15:00:04.500Z,18.92,47.8,28.4
2025-08-17T15:00:04.750Z,22.54,55.1,33.8
2025-08-17T15:00:05.000Z,16.02,42,24
2025-08-17T15:00:05.250Z,24.73,59.5,37.1
2025-08-17T15:00:05.500Z,16.8,43.6,25.2
2025-08-17T15:00:05.750Z,16.57,43.1,24.9
2025-08-17T15:00:06.000Z,23.78,57.6,35.7
2025-08-17T15:00:06.250Z,23.53,57.1,35.3
2025-08-17T15:00:06.500Z,23.66,57.3,35.5
2025-08-17T15:00:06.750Z,23.8,57.6,35.7
2025-08-17T15:00:07.000Z,18.35,46.7,27.5
2025-08-17T15:00:07.250Z,19.81,49.6,29.7
2025-08-17T15:00:07.500Z,24.25,58.5,36.4
2025-08-17T15:00:07.750Z,23.15,56.3,34.7
2025-08-17T15:00:08.000Z,17.96,45.9,26.9
2025-08-17T15:00:08.250Z,21.53,53.1,32.3
2025-08-17T15:00:08.500Z,15.25,40.5,22.9
2025-08-17T15:00:08.750Z,22.17,54.3,33.3
2025-08-17T15:00:09.000Z,23.13,56.3,34.7
2025-08-17T15:00:09.250Z,16.29,42.6,24.4
2025-08-17T15:00:09.500Z,22.04,54.1,33.1
2025-08-17T15:00:09.750Z,16.99,44,25.5
2025-08-17T15:00:10.000Z,16.68,43.4,25
2025-08-17T15:00:10.250Z,20.38,50.8,30.6
2025-08-17T15:00:10.500Z,22.96,55.9,34.4
2025-08-17T15:00:10.750Z,24.95,59.9,37.4
2025-08-17T15:00:11.000Z,23.8,57.6,35.7
2025-08-17T15:00:11.250Z,23.3,56.6,35
2025-08-17T15:00:11.500Z,18.08,46.2,27.1
2025-08-17T15:00:11.750Z,15.48,41,23.2
2025-08-17T15:00:12.000Z,23.88,57.8,35.8
2025-08-17T15:00:12.250Z,19.65,49.3,29.5
2025-08-17T15:00:12.500Z,22.94,55.9,34.4
2025-08-17T15:00:12.750Z,20.02,50,30
2025-08-17T15:00:13.000Z,20.83,51.7,31.2
2025-08-17T15:00:13.250Z,24.09,58.2,36.1
2025-08-17T15:00:13.500Z,18.76,47.5,28.1
2025-08-17T15:00:13.750Z,23.45,56.9,35.2
2025-08-17T15:00:14.000Z,20.34,50.7,30.5
2025-08-17T15:00:14.250Z,18.79,47.6,28.2
2025-08-17T15:00:14.500Z,15.24,40.5,22.9
2025-08-17T15:00:14.750Z,18.82,47.6,28.2
2025-08-17T15:00:15.000Z,20.39,50.8,30.6
2025-08-17T15:00:15.250Z,23.57,57.1,35.4
2025-08-17T15:00:15.500Z,15.7,41.4,23.6
2025-08-17T15:00:15.750Z,19.68,49.4,29.5
2025-08-17T15:00:16.000Z,24.12,58.2,36.2
2025-08-17T15:00:16.250Z,15.82,41.6,23.7
2025-08-17T15:00:16.500Z,21.98,54,33
2025-08-17T15:00:16.750Z,24.38,58.8,36.6
2025-08-17T15:00:17.000Z,17.86,45.7,26.8
2025-08-17T15:00:17.250Z,20.16,50.3,30.2
2025-08-17T15:00:17.500Z,19.53,49.1,29.3
2025-08-17T15:00:17.750Z,22.32,54.6,33.5
2025-08-17T15:00:18.000Z,15.98,42,24
2025-08-17T15:00:18.250Z,20.48,51,30.7
2025-08-17T15:00:18.500Z,16.11,42.2,24.2
2025-08-17T15:00:18.750Z,20.63,51.3,31
2025-08-17T15:00:19.000Z,15.86,41.7,23.8
2025-08-17T15:00:19.250Z,22.28,54.6,33.4
2025-08-17T15:00:19.500Z,16.95,43.9,25.4
2025-08-17T15:00:19.750Z,17.33,44.7,26
2025-08-17T15:00:20.000Z,15.52,41,23.3
2025-08-17T15:00:20.250Z,19.79,49.6,29.7
2025-08-17T15:00:20.500Z,17.97,45.9,26.9
2025-08-17T15:00:20.750Z,24.17,58.3,36.3
2025-08-17T15:00:21.000Z,15.32,40.6,23
2025-08-17T15:00:21.250Z,19.6,49.2,29.4
2025-08-17T15:00:21.500Z,23.14,56.3,34.7
2025-08-17T15:00:21.750Z,23.75,57.5,35.6
2025-08-17T15:00:22.000Z,17.95,45.9,26.9
2025-08-17T15:00:22.250Z,22.68,55.4,34
2025-08-17T15:00:22.500Z,16.53,43.1,24.8
2025-08-17T15:00:22.750Z,20.86,51.7,31.3
2025-08-17T15:00:23.000Z,15.13,40.3,22.7
2025-08-17T15:00:23.250Z,21.64,53.3,32.5
2025-08-17T15:00:23.500Z,22.45,54.9,33.7
2025-08-17T15:00:23.750Z,19.1,48.2,28.6
2025-08-17T15:00:24.000Z,17.04,44.1,25.6
2025-08-17T15:00:24.250Z,18.8,47.6,28.2
2025-08-17T15:00:24.500Z,16.38,42.8,24.6
2025-08-17T15:00:24.750Z,20.58,51.2,30.9
2025-08-17T15:00:25.000Z,17.44,44.9,26.2
2025-08-17T15:00:25.250Z,23.99,58,36
2025-08-17T15:00:25.500Z,16.04,42.1,24.1
2025-08-17T15:00:25.750Z,21.86,53.7,32.8
2025-08-17T15:00:26.000Z,16.42,42.8,24.6
2025-08-17T15:00:26.250Z,21.93,53.9,32.9
2025-08-17T15:00:26.500Z,16.88,43.8,25.3
2025-08-17T15:00:26.750Z,20.52,51,30.8
2025-08-17T15:00:27.000Z,17.59,45.2,26.4
2025-08-17T15:00:27.250Z,15.51,41,23.3
2025-08-17T15:00:27.500Z,22.45,54.9,33.7
2025-08-17T15:00:27.750Z,23.31,56.6,35
2025-08-17T15:00:28.000Z,15.26,40.5,22.9
2025-08-17T15:00:28.250Z,15.6,41.2,23.4
2025-08-17T15:00:28.500Z,23.67,57.3,35.5
2025-08-17T15:00:28.750Z,21.88,53.8,32.8
2025-08-17T15:00:29.000Z,18.7,47.4,28.1
2025-08-17T15:00:29.250Z,19.63,49.3,29.5
2025-08-17T15:00:29.500Z,19.69,49.4,29.5
2025-08-17T15:00:29.750Z,23.53,57.1,35.3
2025-08-17T15:00:30.000Z,15.66,41.3,23.5
2025-08-17T15:00:30.250Z,16.32,42.6,24.5
2025-08-17T15:00:30.500Z,24.33,58.7,36.5
2025-08-17T15:00:30.750Z,20.74,51.5,31.1
2025-08-17T15:00:31.000Z,16.9,43.8,25.3
2025-08-17T15:00:31.250Z,22.98,56,34.5
2025-08-17T15:00:31.500Z,18.73,47.5,28.1
2025-08-17T15:00:31.750Z,23.15,56.3,34.7
2025-08-17T15:00:32.000Z,18.68,47.4,28
2025-08-17T15:00:32.250Z,19.94,49.9,29.9
2025-08-17T15:00:32.500Z,20.59,51.2,30.9
2025-08-17T15:00:32.750Z,15.88,41.8,23.8
2025-08-17T15:00:33.000Z,24.87,59.7,37.3
2025-08-17T15:00:33.250Z,22.83,55.7,34.2
2025-08-17T15:00:33.500Z,17.72,45.4,26.6
2025-08-17T15:00:33.750Z,19.21,48.4,28.8
2025-08-17T15:00:34.000Z,23.02,56,34.5
2025-08-17T15:00:34.250Z,16.17,42.3,24.3
2025-08-17T15:00:34.500Z,23.33,56.7,35
2025-08-17T15:00:34.750Z,18.74,47.5,28.1
2025-08-17T15:00:35.000Z,16.89,43.8,25.3
2025-08-17T15:00:35.250Z,24.55,59.1,36.8
2025-08-17T15:00:35.500Z,20.94,51.9,31.4
2025-08-17T15:00:35.750Z,16.44,42.9,24.7
2025-08-17T15:00:36.000Z,20.25,50.5,30.4
2025-08-17T15:00:36.250Z,19.06,48.1,28.6
2025-08-17T15:00:36.500Z,16.44,42.9,24.7
2025-08-17T15:00:36.750Z,15.89,41.8,23.8
2025-08-17T15:00:37.000Z,21.43,52.9,32.1
2025-08-17T15:00:37.250Z,19.17,48.3,28.7
2025-08-17T15:00:37.500Z,16.07,42.1,24.1
2025-08-17T15:00:37.750Z,22.3,54.6,33.4
2025-08-17T15:00:38.000Z,17.24,44.5,25.9
2025-08-17T15:00:38.250Z,17.63,45.3,26.5
2025-08-17T15:00:38.500Z,16.95,43.9,25.4
2025-08-17T15:00:38.750Z,19.56,49.1,29.3
2025-08-17T15:00:39.000Z,21.63,53.3,32.4
2025-08-17T15:00:39.250Z,19.85,49.7,29.8
2025-08-17T15:00:39.500Z,15.06,40.1,22.6
2025-08-17T15:00:39.750Z,23.66,57.3,35.5
2025-08-17T15:00:40.000Z,21.5,53,32.3
2025-08-17T15:00:40.250Z,15.85,41.7,23.8
2025-08-17T15:00:40.500Z,17.76,45.5,26.6
2025-08-17T15:00:40.750Z,23.94,57.9,35.9
2025-08-17T15:00:41.000Z,21.35,52.7,32
2025-08-17T15:00:41.250Z,22.09,54.2,33.1
2025-08-17T15:00:41.500Z,19.5,49,29.2
2025-08-17T15:00:41.750Z,21.52,53,32.3
2025-08-17T15:00:42.000Z,17.5,45,26.3
2025-08-17T15:00:42.250Z,23.89,57.8,35.8
2025-08-17T15:00:42.500Z,21.78,53.6,32.7
2025-08-17T15:00:42.750Z,18.96,47.9,28.4
2025-08-17T15:00:43.000Z,23.63,57.3,35.4
2025-08-17T15:00:43.250Z,24.07,58.1,36.1
2025-08-17T15:00:43.500Z,22.98,56,34.5
2025-08-17T15:00:43.750Z,24.64,59.3,37
2025-08-17T15:00:44.000Z,21.96,53.9,32.9
2025-08-17T15:00:44.250Z,22.49,55,33.7
2025-08-17T15:00:44.500Z,22.69,55.4,34
2025-08-17T15:00:44.750Z,16.53,43.1,24.8
2025-08-17T15:00:45.000Z,21.23,52.5,31.9
2025-08-17T15:00:45.250Z,21.76,53.5,32.6
2025-08-17T15:00:45.500Z,21.41,52.8,32.1
2025-08-17T15:00:45.750Z,20.94,51.9,31.4
2025-08-17T15:00:46.000Z,22.23,54.5,33.3
2025-08-17T15:00:46.250Z,19.58,49.2,29.4
2025-08-17T15:00:46.500Z,17.82,45.6,26.7
2025-08-17T15:00:46.750Z,18.03,46.1,27
2025-08-17T15:00:47.000Z,20.57,51.1,30.9
2025-08-17T15:00:47.250Z,24.91,59.8,37.4
2025-08-17T15:00:47.500Z,22.51,55,33.8
2025-08-17T15:00:47.750Z,23.71,57.4,35.6
2025-08-17T15:00:48.000Z,22.37,54.7,33.6
2025-08-17T15:00:48.250Z,23.11,56.2,34.7
2025-08-17T15:00:48.500Z,22.48,55,33.7
2025-08-17T15:00:48.750Z,24.12,58.2,36.2
2025-08-17T15:00:49.000Z,15.88,41.8,23.8
2025-08-17T15:00:49.250Z,19.12,48.2,28.7
2025-08-17T15:00:49.500Z,23.34,56.7,35
2025-08-17T15:00:49.750Z,24.76,59.5,37.1
2025-08-17T15:00:50.000Z,21.35,52.7,32
2025-08-17T15:00:50.250Z,19.88,49.8,29.8
2025-08-17T15:00:50.500Z,16.77,43.5,25.2
2025-08-17T15:00:50.750Z,19.31,48.6,29
2025-08-17T15:00:51.000Z,16.81,43.6,25.2
2025-08-17T15:00:51.250Z,19.99,50,30
2025-08-17T15:00:51.500Z,15.15,40.3,22.7
2025-08-17T15:00:51.750Z,21.34,52.7,32
2025-08-17T15:00:52.000Z,23.12,56.2,34.7
2025-08-17T15:00:52.250Z,16.48,43,24.7
2025-08-17T15:00:52.500Z,21.37,52.7,32.1
2025-08-17T15:00:52.750Z,17.45,44.9,26.2
2025-08-17T15:00:53.000Z,17.64,45.3,26.5
2025-08-17T15:00:53.250Z,20.72,51.4,31.1
2025-08-17T15:00:53.500Z,23.58,57.2,35.4
2025-08-17T15:00:53.750Z,20.19,50.4,30.3
2025-08-17T15:00:54.000Z,16.67,43.3,25
2025-08-17T15:00:54.250Z,17.18,44.4,25.8
2025-08-17T15:00:54.500Z,17.38,44.8,26.1
2025-08-17T15:00:54.750Z,19.3,48.6,28.9
2025-08-17T15:00:55.000Z,16.86,43.7,25.3
2025-08-17T15:00:55.250Z,21.15,52.3,31.7
2025-08-17T15:00:55.500Z,21.71,53.4,32.6
2025-08-17T15:00:55.750Z,23.67,57.3,35.5
2025-08-17T15:00:56.000Z,16.83,43.7,25.2
2025-08-17T15:00:56.250Z,20.82,51.6,31.2
2025-08-17T15:00:56.500Z,15.87,41.7,23.8
2025-08-17T15:00:56.750Z,21.75,53.5,32.6
2025-08-17T15:00:57.000Z,21.74,53.5,32.6
2025-08-17T15:00:57.250Z,23.88,57.8,35.8
2025-08-17T15:00:57.500Z,15.47,40.9,23.2
2025-08-17T15:00:57.750Z,16.46,42.9,24.7
2025-08-17T15:00:58.000Z,24.44,58.9,36.7
2025-08-17T15:00:58.250Z,18.86,47.7,28.3
2025-08-17T15:00:58.500Z,17.08,44.2,25.6
2025-08-17T15:00:58.750Z,23.32,56.6,35
2025-08-17T15:00:59.000Z,17.22,44.4,25.8
2025-08-17T15:00:59.250Z,24.27,58.5,36.4
2025-08-17T15:00:59.500Z,16.08,42.2,24.1
2025-08-17T15:00:59.750Z,19.8,49.6,29.7
2025-08-17T15:01:00.000Z,24.96,59.9,37.4
2025-08-17T15:01:00.250Z,16.01,42,24
2025-08-17T15:01:00.500Z,16.47,42.9,24.7
2025-08-17T15:01:00.750Z,19.45,48.9,29.2
2025-08-17T15:01:01.000Z,15.59,41.2,23.4
2025-08-17T15:01:01.250Z,24.22,58.4,36.3
2025-08-17T15:01:01.500Z,17.47,44.9,26.2
2025-08-17T15:01:01.750Z,19.28,48.6,28.9
2025-08-17T15:01:02.000Z,19.86,49.7,29.8
2025-08-17T15:01:02.250Z,16.84,43.7,25.3
2025-08-17T15:01:02.500Z,15.24,40.5,22.9
2025-08-17T15:01:02.750Z,21.6,53.2,32.4
2025-08-17T15:01:03.000Z,17.65,45.3,26.5
2025-08-17T15:01:03.250Z,21.71,53.4,32.6
2025-08-17T15:01:03.500Z,17.54,45.1,26.3
2025-08-17T15:01:03.750Z,22.86,55.7,34.3
2025-08-17T15:01:04.000Z,22.81,55.6,34.2
2025-08-17T15:01:04.250Z,16.31,42.6,24.5
2025-08-17T15:01:04.500Z,23.55,57.1,35.3
2025-08-17T15:01:04.750Z,21.51,53,32.3
2025-08-17T15:01:05.000Z,15.71,41.4,23.6
2025-08-17T15:01:05.250Z,23.93,57.9,35.9
2025-08-17T15:01:05.500Z,22.24,54.5,33.4
2025-08-17T15:01:05.750Z,24.04,58.1,36.1
2025-08-17T15:01:06.000Z,22.9,55.8,34.4
2025-08-17T15:01:06.250Z,20.97,51.9,31.5
2025-08-17T15:01:06.500Z,15.15,40.3,22.7
2025-08-17T15:01:06.750Z,22.39,54.8,33.6
2025-08-17T15:01:07.000Z,20.88,51.8,31.3
2025-08-17T15:01:07.250Z,22.38,54.8,33.6
2025-08-17T15:01:07.500Z,22.14,54.3,33.2
2025-08-17T15:01:07.750Z,22.77,55.5,34.2
2025-08-17T15:01:08.000Z,18,46,27
2025-08-17T15:01:08.250Z,23.1,56.2,34.7
2025-08-17T15:01:08.500Z,18.42,46.8,27.6
2025-08-17T15:01:08.750Z,18.96,47.9,28.4
2025-08-17T15:01:09.000Z,22.55,55.1,33.8
2025-08-17T15:01:09.250Z,21.62,53.2,32.4
2025-08-17T15:01:09.500Z,21.52,53,32.3
2025-08-17T15:01:09.750Z,18.69,47.4,28
2025-08-17T15:01:10.000Z,20.07,50.1,30.1
2025-08-17T15:01:10.250Z,18.89,47.8,28.3
2025-08-17T15:01:10.500Z,23.19,56.4,34.8
2025-08-17T15:01:10.750Z,19.64,49.3,29.5
2025-08-17T15:01:11.000Z,16,42,24
2025-08-17T15:01:11.250Z,20.4,50.8,30.6
2025-08-17T15:01:11.500Z,17.35,44.7,26
2025-08-17T15:01:11.750Z,24.62,59.2,36.9
2025-08-17T15:01:12.000Z,15.87,41.7,23.8
2025-08-17T15:01:12.250Z,20.44,50.9,30.7
2025-08-17T15:01:12.500Z,17.07,44.1,25.6
2025-08-17T15:01:12.750Z,19.1,48.2,28.7
2025-08-17T15:01:13.000Z,24.28,58.6,36.4
2025-08-17T15:01:13.250Z,16.25,42.5,24.4
2025-08-17T15:01:13.500Z,24.96,59.9,37.4
2025-08-17T15:01:13.750Z,24.98,60,37.5
2025-08-17T15:01:14.000Z,20.02,50,30
2025-08-17T15:01:14.250Z,19.88,49.8,29.8
2025-08-17T15:01:14.500Z,18.56,47.1,27.8
2025-08-17T15:01:14.750Z,23.82,57.6,35.7
2025-08-17T15:01:15.000Z,15.67,41.3,23.5
2025-08-17T15:01:15.250Z,21.07,52.1,31.6
2025-08-17T15:01:15.500Z,24.16,58.3,36.2
2025-08-17T15:01:15.750Z,22.2,54.4,33.3
2025-08-17T15:01:16.000Z,21.59,53.2,32.4
2025-08-17T15:01:16.250Z,18.14,46.3,27.2
2025-08-17T15:01:16.500Z,21.33,52.7,32
2025-08-17T15:01:16.750Z,23.28,56.6,34.9
2025-08-17T15:01:17.000Z,21.29,52.6,31.9
2025-08-17T15:01:17.250Z,22.54,55.1,33.8
2025-08-17T15:01:17.500Z,21.88,53.8,32.8
2025-08-17T15:01:17.750Z,17.54,45.1,26.3
2025-08-17T15:01:18.000Z,23.82,57.6,35.7
2025-08-17T15:01:18.250Z,22.45,54.9,33.7
2025-08-17T15:01:18.500Z,22.77,55.5,34.2
2025-08-17T15:01:18.750Z,17.54,45.1,26.3
2025-08-17T15:01:19.000Z,17.42,44.8,26.1
2025-08-17T15:01:19.250Z,20.18,50.4,30.3
2025-08-17T15:01:19.500Z,23.83,57.7,35.7
2025-08-17T15:01:19.750Z,23.67,57.3,35.5
2025-08-17T15:01:20.000Z,19.94,49.9,29.9
2025-08-17T15:01:20.250Z,21.19,52.4,31.8
2025-08-17T15:01:20.500Z,24.35,58.7,36.5
2025-08-17T15:01:20.750Z,20.81,51.6,31.2
2025-08-17T15:01:21.000Z,15.19,40.4,22.8
2025-08-17T15:01:21.250Z,17.85,45.7,26.8
2025-08-17T15:01:21.500Z,19.51,49,29.3
2025-08-17T15:01:21.750Z,22.31,54.6,33.5
2025-08-17T15:01:22.000Z,19.22,48.4,28.8
2025-08-17T15:01:22.250Z,18.97,47.9,28.5
2025-08-17T15:01:22.500Z,24.83,59.7,37.2
2025-08-17T15:01:22.750Z,23.28,56.6,34.9
2025-08-17T15:01:23.000Z,19.14,48.3,28.7
2025-08-17T15:01:23.250Z,15.62,41.2,23.4
2025-08-17T15:01:23.500Z,18.88,47.8,28.3
2025-08-17T15:01:23.750Z,18.84,47.7,28.3
2025-08-17T15:01:24.000Z,15.2,40.4,22.8
2025-08-17T15:01:24.250Z,20.02,50,30
2025-08-17T15:01:24.500Z,19.42,48.8,29.1
2025-08-17T15:01:24.750Z,22.94,55.9,34.4
2025-08-17T15:01:25.000Z,23.82,57.6,35.7
2025-08-17T15:01:25.250Z,18.06,46.1,27.1
2025-08-17T15:01:25.500Z,16.92,43.8,25.4
2025-08-17T15:01:25.750Z,15.09,40.2,22.6
2025-08-17T15:01:26.000Z,15.68,41.4,23.5
2025-08-17T15:01:26.250Z,19.87,49.7,29.8
2025-08-17T15:01:26.500Z,22.67,55.3,34
2025-08-17T15:01:26.750Z,21.7,53.4,32.5
2025-08-17T15:01:27.000Z,20.69,51.4,31
2025-08-17T15:01:27.250Z,21.89,53.8,32.8
2025-08-17T15:01:27.500Z,20.81,51.6,31.2
2025-08-17T15:01:27.750Z,21.63,53.3,32.4
2025-08-17T15:01:28.000Z,20.85,51.7,31.3
2025-08-17T15:01:28.250Z,19,48,28.5
2025-08-17T15:01:28.500Z,24.73,59.5,37.1
2025-08-17T15:01:28.750Z,15.83,41.7,23.7
2025-08-17T15:01:29.000Z,17.68,45.4,26.5
2025-08-17T15:01:29.250Z,23.12,56.2,34.7
2025-08-17T15:01:29.500Z,15.16,40.3,22.7
2025-08-17T15:01:29.750Z,18.58,47.2,27.9
2025-08-17T15:01:30.000Z,15.2,40.4,22.8
2025-08-17T15:01:30.250Z,23.89,57.8,35.8
2025-08-17T15:01:30.500Z,21.97,53.9,33
2025-08-17T15:01:30.750Z,21.3,52.6,32
2025-08-17T15:01:31.000Z,24.9,59.8,37.3
2025-08-17T15:01:31.250Z,24.44,58.9,36.7
2025-08-17T15:01:31.500Z,23.88,57.8,35.8
2025-08-17T15:01:31.750Z,20.86,51.7,31.3
2025-08-17T15:01:32.000Z,21.63,53.3,32.4
2025-08-17T15:01:32.250Z,24.27,58.5,36.4
2025-08-17T15:01:32.500Z,23.82,57.6,35.7
2025-08-17T15:01:32.750Z,18.03,46.1,27
2025-08-17T15:01:33.000Z,17.68,45.4,26.5
2025-08-17T15:01:33.250Z,17.65,45.3,26.5
2025-08-17T15:01:33.500Z,21.78,53.6,32.7
2025-08-17T15:01:33.750Z,20.67,51.3,31
2025-08-17T15:01:34.000Z,18.15,46.3,27.2
2025-08-17T15:01:34.250Z,20.92,51.8,31.4
2025-08-17T15:01:34.500Z,20.07,50.1,30.1
2025-08-17T15:01:34.750Z,23.09,56.2,34.6
2025-08-17T15:01:35.000Z,24,58,36
2025-08-17T15:01:35.250Z,24.7,59.4,37
2025-08-17T15:01:35.500Z,20.1,50.2,30.2
2025-08-17T15:01:35.750Z,17.56,45.1,26.3
2025-08-17T15:01:36.000Z,17.08,44.2,25.6
2025-08-17T15:01:36.250Z,19.32,48.6,29
2025-08-17T15:01:36.500Z,19.11,48.2,28.7
2025-08-17T15:01:36.750Z,19.55,49.1,29.3
2025-08-17T15:01:37.000Z,17.08,44.2,25.6
2025-08-17T15:01:37.250Z,23.23,56.5,34.8
2025-08-17T15:01:37.500Z,24.46,58.9,36.7
2025-08-17T15:01:37.750Z,20.46,50.9,30.7
2025-08-17T15:01:38.000Z,18.36,46.7,27.5
2025-08-17T15:01:38.250Z,23.38,56.8,35.1
2025-08-17T15:01:38.500Z,24.17,58.3,36.3
2025-08-17T15:01:38.750Z,16.01,42,24
2025-08-17T15:01:39.000Z,22.84,55.7,34.3
2025-08-17T15:01:39.250Z,18.19,46.4,27.3
2025-08-17T15:01:39.500Z,22.1,54.2,33.2
2025-08-17T15:01:39.750Z,23.6,57.2,35.4
2025-08-17T15:01:40.000Z,23.39,56.8,35.1
2025-08-17T15:01:40.250Z,21.39,52.8,32.1
2025-08-17T15:01:40.500Z,16.58,43.2,24.9
2025-08-17T15:01:40.750Z,20.71,51.4,31.1
2025-08-17T15:01:41.000Z,21.14,52.3,31.7
2025-08-17T15:01:41.250Z,19.43,48.9,29.1
2025-08-17T15:01:41.500Z,24.21,58.4,36.3
2025-08-17T15:01:41.750Z,19.17,48.3,28.8
2025-08-17T15:01:42.000Z,19.16,48.3,28.7
2025-08-17T15:01:42.250Z,15.13,40.3,22.7
2025-08-17T15:01:42.500Z,20.65,51.3,31
2025-08-17T15:01:42.750Z,19.68,49.4,29.5
2025-08-17T15:01:43.000Z,19.8,49.6,29.7
2025-08-17T15:01:43.250Z,21.25,52.5,31.9
2025-08-17T15:01:43.500Z,24.12,58.2,36.2
2025-08-17T15:01:43.750Z,15.09,40.2,22.6
2025-08-17T15:01:44.000Z,24.63,59.3,36.9
2025-08-17T15:01:44.250Z,21.56,53.1,32.3
2025-08-17T15:01:44.500Z,18.13,46.3,27.2
2025-08-17T15:01:44.750Z,19.69,49.4,29.5
2025-08-17T15:01:45.000Z,19.23,48.5,28.9
2025-08-17T15:01:45.250Z,23.63,57.3,35.5
2025-08-17T15:01:45.500Z,21.94,53.9,32.9
2025-08-17T15:01:45.750Z,18.97,47.9,28.5
2025-08-17T15:01:46.000Z,23.35,56.7,35
2025-08-17T15:01:46.250Z,17.24,44.5,25.9
2025-08-17T15:01:46.500Z,18.58,47.2,27.9
2025-08-17T15:01:46.750Z,16.15,42.3,24.2
2025-08-17T15:01:47.000Z,15.07,40.1,22.6
2025-08-17T15:01:47.250Z,18.88,47.8,28.3
2025-08-17T15:01:47.500Z,20.97,51.9,31.5
2025-08-17T15:01:47.750Z,20.62,51.2,30.9
2025-08-17T15:01:48.000Z,16.67,43.3,25
2025-08-17T15:01:48.250Z,19.7,49.4,29.6
2025-08-17T15:01:48.500Z,23.67,57.3,35.5
2025-08-17T15:01:48.750Z,18.36,46.7,27.5
2025-08-17T15:01:49.000Z,17.79,45.6,26.7
2025-08-17T15:01:49.250Z,20.78,51.6,31.2
2025-08-17T15:01:49.500Z,18.96,47.9,28.4
2025-08-17T15:01:49.750Z,24.77,59.5,37.2
2025-08-17T15:01:50.000Z,24.32,58.6,36.5
2025-08-17T15:01:50.250Z,15.46,40.9,23.2
2025-08-17T15:01:50.500Z,23.85,57.7,35.8
2025-08-17T15:01:50.750Z,24.13,58.3,36.2
2025-08-17T15:01:51.000Z,16.81,43.6,25.2
2025-08-17T15:01:51.250Z,24.74,59.5,37.1
2025-08-17T15:01:51.500Z,19.34,48.7,29
2025-08-17T15:01:51.750Z,21.48,53,32.2
2025-08-17T15:01:52.000Z,21.72,53.4,32.6
2025-08-17T15:01:52.250Z,21.45,52.9,32.2
2025-08-17T15:01:52.500Z,15.97,41.9,24
2025-08-17T15:01:52.750Z,24.77,59.5,37.2
2025-08-17T15:01:53.000Z,23.55,57.1,35.3
2025-08-17T15:01:53.250Z,17.46,44.9,26.2
2025-08-17T15:01:53.500Z,16.27,42.5,24.4
2025-08-17T15:01:53.750Z,17.68,45.4,26.5
2025-08-17T15:01:54.000Z,20.69,51.4,31
2025-08-17T15:01:54.250Z,23.68,57.4,35.5
2025-08-17T15:01:54.500Z,24.59,59.2,36.9
2025-08-17T15:01:54.750Z,21.66,53.3,32.5
2025-08-17T15:01:55.000Z,21.9,53.8,32.9
2025-08-17T15:01:55.250Z,16.51,43,24.8
2025-08-17T15:01:55.500Z,21.12,52.2,31.7
2025-08-17T15:01:55.750Z,22.89,55.8,34.3
2025-08-17T15:01:56.000Z,17.69,45.4,26.5
2025-08-17T15:01:56.250Z,23.89,57.8,35.8
2025-08-17T15:01:56.500Z,21.25,52.5,31.9
2025-08-17T15:01:56.750Z,17.07,44.1,25.6
2025-08-17T15:01:57.000Z,17.39,44.8,26.1
2025-08-17T15:01:57.250Z,17.33,44.7,26
2025-08-17T15:01:57.500Z,17.44,44.9,26.2
2025-08-17T15:01:57.750Z,16.66,43.3,25
2025-08-17T15:01:58.000Z,24.57,59.1,36.9
2025-08-17T15:01:58.250Z,24.84,59.7,37.3
2025-08-17T15:01:58.500Z,24.35,58.7,36.5
2025-08-17T15:01:58.750Z,23.15,56.3,34.7
2025-08-17T15:01:59.000Z,18.31,46.6,27.5
