timestamp,oil_flowrate_lpm,oil_temp_supply_c,oil_pressure_kpa,oil_temp_cooled_c
2025-08-17T15:43:07.500Z,97.68,120.87,274.29,125.61
2025-08-17T15:43:07.750Z,96.37,120.18,272.14,125.55
2025-08-17T15:43:08.000Z,95.34,119.64,270.5,125.44
2025-08-17T15:43:08.250Z,95.46,119.73,270.8,125.28
2025-08-17T15:43:08.500Z,94.91,119.46,270.01,125.1
2025-08-17T15:43:08.750Z,94.5,119.26,269.43,124.93
2025-08-17T15:43:09.000Z,92.85,118.4,266.78,124.8
2025-08-17T15:43:09.250Z,92.89,118.43,266.9,124.72
2025-08-17T15:43:09.500Z,93.35,118.68,267.66,124.72
2025-08-17T15:43:09.750Z,93.12,118.55,267.24,124.78
2025-08-17T15:43:10.000Z,94.2,119.11,268.95,124.91
2025-08-17T15:43:10.250Z,94.61,119.3,269.52,125.07
2025-08-17T15:43:10.500Z,95.41,119.71,270.74,125.25
2025-08-17T15:43:10.750Z,95.73,119.85,271.16,125.41
2025-08-17T15:43:11.000Z,96.37,120.18,272.15,125.54
2025-08-17T15:43:11.250Z,96.07,120.01,271.6,125.6
2025-08-17T15:43:11.500Z,97.28,120.66,273.63,125.6
2025-08-17T15:43:11.750Z,97.15,120.6,273.45,125.52
2025-08-17T15:43:12.000Z,95.76,119.87,271.22,125.39
2025-08-17T15:43:12.250Z,94.46,119.2,269.18,125.22
2025-08-17T15:43:12.500Z,93.68,118.81,267.99,125.05
2025-08-17T15:43:12.750Z,93.22,118.59,267.34,124.89
2025-08-17T15:43:13.000Z,92.9,118.43,266.87,124.77
2025-08-17T15:43:13.250Z,92.43,118.19,266.14,124.71
2025-08-17T15:43:13.500Z,93.09,118.54,267.22,124.73
2025-08-17T15:43:13.750Z,92.77,118.36,266.64,124.81
2025-08-17T15:43:14.000Z,94.81,119.42,269.93,124.95
2025-08-17T15:43:14.250Z,93.96,118.95,268.41,125.12
2025-08-17T15:43:14.500Z,94.79,119.37,269.68,125.3
2025-08-17T15:43:14.750Z,95.63,119.79,270.97,125.46
2025-08-17T15:43:15.000Z,96.23,120.1,271.91,125.56
2025-08-17T15:43:15.250Z,96.86,120.43,272.91,125.61
2025-08-17T15:43:15.500Z,97.54,120.8,274.07,125.58
2025-08-17T15:43:15.750Z,95.67,119.81,271.02,125.49
2025-08-17T15:43:16.000Z,96.24,120.14,272.06,125.35
2025-08-17T15:43:16.250Z,95.41,119.71,270.79,125.17
2025-08-17T15:43:16.500Z,93.48,118.71,267.69,125
2025-08-17T15:43:16.750Z,94,119.01,268.66,124.85
2025-08-17T15:43:17.000Z,92.74,118.35,266.64,124.74
2025-08-17T15:43:17.250Z,93.31,118.66,267.61,124.71
2025-08-17T15:43:17.500Z,92.51,118.23,266.24,124.75
2025-08-17T15:43:17.750Z,93,118.48,267,124.85
2025-08-17T15:43:18.000Z,93.9,118.94,268.4,125
2025-08-17T15:43:18.250Z,94.7,119.34,269.61,125.17
2025-08-17T15:43:18.500Z,95.36,119.67,270.59,125.35
2025-08-17T15:43:18.750Z,96.82,120.43,272.93,125.49
2025-08-17T15:43:19.000Z,96.35,120.16,272.09,125.58
2025-08-17T15:43:19.250Z,96.81,120.4,272.83,125.61
2025-08-17T15:43:19.500Z,96.95,120.48,273.09,125.56
2025-08-17T15:43:19.750Z,96.5,120.26,272.43,125.45
2025-08-17T15:43:20.000Z,95.85,119.93,271.44,125.3
2025-08-17T15:43:20.250Z,94.08,119.01,268.61,125.12
2025-08-17T15:43:20.500Z,94.52,119.27,269.46,124.95
2025-08-17T15:43:20.750Z,93.43,118.71,267.74,124.81
2025-08-17T15:43:21.000Z,92.95,118.46,266.99,124.73
2025-08-17T15:43:21.250Z,92.63,118.29,266.46,124.71
2025-08-17T15:43:21.500Z,93.55,118.78,267.96,124.77
2025-08-17T15:43:21.750Z,93.7,118.84,268.13,124.89
2025-08-17T15:43:22.000Z,93.83,118.89,268.24,125.05
2025-08-17T15:43:22.250Z,96.11,120.08,271.93,125.23
2025-08-17T15:43:22.500Z,95.6,119.79,270.96,125.39
2025-08-17T15:43:22.750Z,95.92,119.94,271.41,125.53
2025-08-17T15:43:23.000Z,97.21,120.62,273.51,125.6
2025-08-17T15:43:23.250Z,95.93,119.94,271.37,125.6
2025-08-17T15:43:23.500Z,96.05,120.01,271.61,125.54
2025-08-17T15:43:23.750Z,96.08,120.04,271.74,125.41
2025-08-17T15:43:24.000Z,95.29,119.64,270.54,125.25
2025-08-17T15:43:24.250Z,94.2,119.08,268.84,125.07
2025-08-17T15:43:24.500Z,93.41,118.69,267.65,124.9
2025-08-17T15:43:24.750Z,93.62,118.82,268.07,124.78
2025-08-17T15:43:25.000Z,93.9,118.97,268.57,124.72
2025-08-17T15:43:25.250Z,93.83,118.93,268.46,124.72
2025-08-17T15:43:25.500Z,94.04,119.04,268.76,124.8
2025-08-17T15:43:25.750Z,94.49,119.26,269.43,124.93
2025-08-17T15:43:26.000Z,94.38,119.18,269.12,125.1
2025-08-17T15:43:26.250Z,96.2,120.12,272.04,125.28
2025-08-17T15:43:26.500Z,95.75,119.86,271.18,125.44
2025-08-17T15:43:26.750Z,96.42,120.2,272.22,125.55
2025-08-17T15:43:27.000Z,96.01,119.98,271.51,125.61
2025-08-17T15:43:27.250Z,96.3,120.14,272,125.59
2025-08-17T15:43:27.500Z,97.15,120.6,273.46,125.51
2025-08-17T15:43:27.750Z,96.7,120.38,272.81,125.37
2025-08-17T15:43:28.000Z,94.66,119.31,269.53,125.19
2025-08-17T15:43:28.250Z,93.64,118.79,267.95,125.02
2025-08-17T15:43:28.500Z,94.01,119.01,268.66,124.86
2025-08-17T15:43:28.750Z,92.8,118.38,266.72,124.75
2025-08-17T15:43:29.000Z,93.3,118.65,267.58,124.71
2025-08-17T15:43:29.250Z,93.35,118.68,267.66,124.74
2025-08-17T15:43:29.500Z,93.74,118.87,268.24,124.83
2025-08-17T15:43:29.750Z,93.83,118.9,268.29,124.98
2025-08-17T15:43:30.000Z,95.46,119.75,270.89,125.15
2025-08-17T15:43:30.250Z,95.55,119.77,270.91,125.33
2025-08-17T15:43:30.500Z,95.41,119.68,270.59,125.48
2025-08-17T15:43:30.750Z,95.8,119.87,271.18,125.58
2025-08-17T15:43:31.000Z,96.44,120.21,272.21,125.61
2025-08-17T15:43:31.250Z,96.37,120.18,272.13,125.57
2025-08-17T15:43:31.500Z,96.11,120.05,271.76,125.47
2025-08-17T15:43:31.750Z,95.98,120,271.64,125.32
2025-08-17T15:43:32.000Z,95.18,119.6,270.43,125.14
2025-08-17T15:43:32.250Z,94.17,119.08,268.86,124.97
2025-08-17T15:43:32.500Z,94.16,119.1,268.94,124.82
2025-08-17T15:43:32.750Z,92.87,118.42,266.86,124.73
2025-08-17T15:43:33.000Z,92.7,118.33,266.58,124.71
2025-08-17T15:43:33.250Z,93.14,118.56,267.28,124.76
2025-08-17T15:43:33.500Z,93.46,118.72,267.74,124.87
2025-08-17T15:43:33.750Z,94.58,119.29,269.51,125.03
2025-08-17T15:43:34.000Z,94.33,119.14,268.97,125.2
2025-08-17T15:43:34.250Z,95.59,119.79,270.96,125.38
2025-08-17T15:43:34.500Z,96.93,120.48,273.09,125.51
2025-08-17T15:43:34.750Z,96.56,120.27,272.42,125.59
2025-08-17T15:43:35.000Z,97.26,120.65,273.59,125.61
2025-08-17T15:43:35.250Z,96.47,120.23,272.31,125.55
2025-08-17T15:43:35.500Z,95.9,119.95,271.44,125.43
2025-08-17T15:43:35.750Z,95.51,119.76,270.9,125.27
2025-08-17T15:43:36.000Z,94.28,119.13,268.97,125.09
2025-08-17T15:43:36.250Z,94.01,119,268.63,124.92
2025-08-17T15:43:36.500Z,94.07,119.06,268.82,124.79
2025-08-17T15:43:36.750Z,92.83,118.4,266.79,124.72
2025-08-17T15:43:37.000Z,93.32,118.66,267.62,124.72
2025-08-17T15:43:37.250Z,93.18,118.58,267.33,124.79
2025-08-17T15:43:37.500Z,94.21,119.11,268.96,124.91
2025-08-17T15:43:37.750Z,94.39,119.19,269.16,125.08
2025-08-17T15:43:38.000Z,95.26,119.63,270.49,125.26
2025-08-17T15:43:38.250Z,95.37,119.66,270.57,125.42
2025-08-17T15:43:38.500Z,97.01,120.52,273.22,125.54
2025-08-17T15:43:38.750Z,96.59,120.29,272.47,125.6
2025-08-17T15:43:39.000Z,96.57,120.28,272.45,125.6
2025-08-17T15:43:39.250Z,96.25,120.12,271.96,125.52
2025-08-17T15:43:39.500Z,95.44,119.7,270.7,125.39
2025-08-17T15:43:39.750Z,94.73,119.35,269.62,125.22
2025-08-17T15:43:40.000Z,95.36,119.71,270.81,125.04
2025-08-17T15:43:40.250Z,94.48,119.26,269.44,124.88
2025-08-17T15:43:40.500Z,93.31,118.65,267.57,124.76
2025-08-17T15:43:40.750Z,92.83,118.4,266.79,124.71
2025-08-17T15:43:41.000Z,93.23,118.61,267.45,124.73
2025-08-17T15:43:41.250Z,93.35,118.66,267.59,124.82
2025-08-17T15:43:41.500Z,94.37,119.19,269.2,124.96
2025-08-17T15:43:41.750Z,95.09,119.55,270.29,125.13
2025-08-17T15:43:42.000Z,95.14,119.55,270.25,125.31
2025-08-17T15:43:42.250Z,95.49,119.72,270.73,125.46
2025-08-17T15:43:42.500Z,96.76,120.39,272.79,125.57
2025-08-17T15:43:42.750Z,96.12,120.04,271.69,125.61
2025-08-17T15:43:43.000Z,96.37,120.18,272.13,125.58
2025-08-17T15:43:43.250Z,96.58,120.3,272.54,125.49
2025-08-17T15:43:43.500Z,95.66,119.83,271.09,125.34
2025-08-17T15:43:43.750Z,95.41,119.72,270.8,125.16
2025-08-17T15:43:44.000Z,94.12,119.05,268.77,124.99
2025-08-17T15:43:44.250Z,94.31,119.17,269.17,124.84
2025-08-17T15:43:44.500Z,93.81,118.92,268.41,124.74
2025-08-17T15:43:44.750Z,93.08,118.54,267.22,124.71
2025-08-17T15:43:45.000Z,93.93,118.98,268.61,124.75
2025-08-17T15:43:45.250Z,94.1,119.06,268.82,124.85
2025-08-17T15:43:45.500Z,94.54,119.27,269.45,125.01
2025-08-17T15:43:45.750Z,95.29,119.65,270.59,125.18
2025-08-17T15:43:46.000Z,95.84,119.92,271.38,125.36
2025-08-17T15:43:46.250Z,96.75,120.39,272.82,125.5
2025-08-17T15:43:46.500Z,96.1,120.03,271.67,125.59
2025-08-17T15:43:46.750Z,96.61,120.3,272.51,125.61
2025-08-17T15:43:47.000Z,96.88,120.45,272.98,125.56
2025-08-17T15:43:47.250Z,96.82,120.43,272.95,125.45
2025-08-17T15:43:47.500Z,95.54,119.77,270.94,125.29
2025-08-17T15:43:47.750Z,94.49,119.23,269.29,125.11
2025-08-17T15:43:48.000Z,93.33,118.64,267.49,124.94
2025-08-17T15:43:48.250Z,94.46,119.26,269.46,124.81
2025-08-17T15:43:48.500Z,94.11,119.08,268.92,124.73
2025-08-17T15:43:48.750Z,92.55,118.25,266.34,124.71
2025-08-17T15:43:49.000Z,93.41,118.71,267.73,124.77
2025-08-17T15:43:49.250Z,94.09,119.05,268.77,124.89
2025-08-17T15:43:49.500Z,94.62,119.31,269.55,125.06
2025-08-17T15:43:49.750Z,95.35,119.68,270.65,125.23
2025-08-17T15:43:50.000Z,95.07,119.51,270.08,125.4
2025-08-17T15:43:50.250Z,97.19,120.62,273.53,125.53
2025-08-17T15:43:50.500Z,95.92,119.93,271.35,125.6
2025-08-17T15:43:50.750Z,96.2,120.08,271.82,125.6
2025-08-17T15:43:51.000Z,96.11,120.04,271.72,125.53
2025-08-17T15:43:51.250Z,96.48,120.26,272.43,125.4
2025-08-17T15:43:51.500Z,95.49,119.75,270.88,125.24
2025-08-17T15:43:51.750Z,94.5,119.25,269.35,125.06
2025-08-17T15:43:52.000Z,93.06,118.5,267.05,124.9
2025-08-17T15:43:52.250Z,93.57,118.79,267.99,124.78
2025-08-17T15:43:52.500Z,94.08,119.07,268.89,124.71
2025-08-17T15:43:52.750Z,93.18,118.59,267.38,124.72
2025-08-17T15:43:53.000Z,94.45,119.25,269.43,124.8
2025-08-17T15:43:53.250Z,93.78,118.88,268.22,124.94
2025-08-17T15:43:53.500Z,93.91,118.93,268.34,125.11
2025-08-17T15:43:53.750Z,95.58,119.79,271.01,125.29
2025-08-17T15:43:54.000Z,96.86,120.45,273.03,125.44
2025-08-17T15:43:54.250Z,96.83,120.42,272.9,125.56
2025-08-17T15:43:54.500Z,97.23,120.63,273.53,125.61
2025-08-17T15:43:54.750Z,96.24,120.11,271.9,125.59
2025-08-17T15:43:55.000Z,96.34,120.17,272.13,125.5
2025-08-17T15:43:55.250Z,96.56,120.31,272.59,125.36
2025-08-17T15:43:55.500Z,95.08,119.54,270.24,125.19
2025-08-17T15:43:55.750Z,93.78,118.87,268.18,125.01
2025-08-17T15:43:56.000Z,94.25,119.14,269.07,124.86
2025-08-17T15:43:56.250Z,92.7,118.33,266.55,124.75
2025-08-17T15:43:56.500Z,92.84,118.41,266.82,124.71
2025-08-17T15:43:56.750Z,93.54,118.78,267.97,124.74
2025-08-17T15:43:57.000Z,93.47,118.73,267.78,124.84
2025-08-17T15:43:57.250Z,94.09,119.04,268.71,124.99
2025-08-17T15:43:57.500Z,94.42,119.19,269.16,125.16
2025-08-17T15:43:57.750Z,95.1,119.53,270.17,125.34
2025-08-17T15:43:58.000Z,95.83,119.9,271.29,125.48
2025-08-17T15:43:58.250Z,97.32,120.68,273.7,125.58
2025-08-17T15:43:58.500Z,96.96,120.49,273.09,125.61
2025-08-17T15:43:58.750Z,96.61,120.3,272.52,125.57
2025-08-17T15:43:59.000Z,96.37,120.19,272.2,125.46
2025-08-17T15:43:59.250Z,96.35,120.2,272.27,125.31
2025-08-17T15:43:59.500Z,94.11,119.03,268.65,125.13
2025-08-17T15:43:59.750Z,93.92,118.95,268.45,124.96
2025-08-17T15:44:00.000Z,92.91,118.43,266.86,124.82
2025-08-17T15:44:00.250Z,93.55,118.78,267.98,124.73
2025-08-17T15:44:00.500Z,93.41,118.71,267.77,124.71
2025-08-17T15:44:00.750Z,94,119.02,268.72,124.76
2025-08-17T15:44:01.000Z,93.91,118.96,268.49,124.88
2025-08-17T15:44:01.250Z,94.51,119.26,269.39,125.03
2025-08-17T15:44:01.500Z,95.97,120.01,271.7,125.21
2025-08-17T15:44:01.750Z,96.66,120.36,272.74,125.38
2025-08-17T15:44:02.000Z,95.79,119.87,271.2,125.52
2025-08-17T15:44:02.250Z,97.4,120.72,273.83,125.6
2025-08-17T15:44:02.500Z,96.62,120.3,272.52,125.61
2025-08-17T15:44:02.750Z,97.1,120.57,273.35,125.54
2025-08-17T15:44:03.000Z,95.92,119.95,271.47,125.42
2025-08-17T15:44:03.250Z,95.04,119.51,270.12,125.26
2025-08-17T15:44:03.500Z,95.42,119.73,270.87,125.08
2025-08-17T15:44:03.750Z,94.72,119.38,269.82,124.91
2025-08-17T15:44:04.000Z,92.97,118.47,266.98,124.79
2025-08-17T15:44:04.250Z,92.49,118.22,266.23,124.72
2025-08-17T15:44:04.500Z,93.47,118.74,267.86,124.72
2025-08-17T15:44:04.750Z,93.52,118.76,267.91,124.79
2025-08-17T15:44:05.000Z,94.09,119.05,268.77,124.92
2025-08-17T15:44:05.250Z,94.93,119.47,270.05,125.09
2025-08-17T15:44:05.500Z,94.71,119.33,269.56,125.26
2025-08-17T15:44:05.750Z,96.56,120.3,272.54,125.43
2025-08-17T15:44:06.000Z,95.96,119.96,271.46,125.55
2025-08-17T15:44:06.250Z,96.63,120.31,272.54,125.61
2025-08-17T15:44:06.500Z,96.17,120.07,271.78,125.59
2025-08-17T15:44:06.750Z,97.16,120.61,273.49,125.51
2025-08-17T15:44:07.000Z,96.2,120.11,271.97,125.38
2025-08-17T15:44:07.250Z,94.31,119.12,268.93,125.21
2025-08-17T15:44:07.500Z,94.63,119.32,269.58,125.03
2025-08-17T15:44:07.750Z,93.59,118.79,267.97,124.87
2025-08-17T15:44:08.000Z,94.19,119.12,269.03,124.76
2025-08-17T15:44:08.250Z,93.37,118.69,267.7,124.71
2025-08-17T15:44:08.500Z,93.93,118.99,268.62,124.73
2025-08-17T15:44:08.750Z,93.19,118.58,267.33,124.82
2025-08-17T15:44:09.000Z,94.15,119.07,268.82,124.96
2025-08-17T15:44:09.250Z,94.35,119.15,269.04,125.14
2025-08-17T15:44:09.500Z,95.79,119.9,271.33,125.31
2025-08-17T15:44:09.750Z,95.9,119.94,271.41,125.47
2025-08-17T15:44:10.000Z,97.4,120.72,273.84,125.57
2025-08-17T15:44:10.250Z,97.43,120.73,273.86,125.61
2025-08-17T15:44:10.500Z,97.2,120.62,273.51,125.58
2025-08-17T15:44:10.750Z,96.04,120.01,271.63,125.48
2025-08-17T15:44:11.000Z,95.94,119.98,271.57,125.33
2025-08-17T15:44:11.250Z,95.13,119.57,270.33,125.16
2025-08-17T15:44:11.500Z,94.74,119.38,269.8,124.98
2025-08-17T15:44:11.750Z,93.05,118.5,267.08,124.83
2025-08-17T15:44:12.000Z,93.6,118.81,268.07,124.74
2025-08-17T15:44:12.250Z,93.65,118.84,268.17,124.71
2025-08-17T15:44:12.500Z,93.07,118.53,267.18,124.75
2025-08-17T15:44:12.750Z,94.65,119.35,269.73,124.86
2025-08-17T15:44:13.000Z,93.81,118.89,268.24,125.01
2025-08-17T15:44:13.250Z,95.13,119.56,270.31,125.19
2025-08-17T15:44:13.500Z,96.64,120.35,272.72,125.36
2025-08-17T15:44:13.750Z,96.18,120.08,271.86,125.5
2025-08-17T15:44:14.000Z,97.52,120.79,274.03,125.59
2025-08-17T15:44:14.250Z,96.3,120.13,271.99,125.61
2025-08-17T15:44:14.500Z,96.75,120.38,272.77,125.56
2025-08-17T15:44:14.750Z,96.49,120.26,272.41,125.44
2025-08-17T15:44:15.000Z,94.65,119.3,269.46,125.28
2025-08-17T15:44:15.250Z,95.09,119.55,270.3,125.1
2025-08-17T15:44:15.500Z,94.25,119.13,269.02,124.93
2025-08-17T15:44:15.750Z,93.42,118.7,267.72,124.8
2025-08-17T15:44:16.000Z,92.39,118.17,266.06,124.72
2025-08-17T15:44:16.250Z,93.03,118.51,267.14,124.72
2025-08-17T15:44:16.500Z,93.57,118.79,267.99,124.78
2025-08-17T15:44:16.750Z,93.74,118.86,268.2,124.9
2025-08-17T15:44:17.000Z,94.51,119.25,269.37,125.06
2025-08-17T15:44:17.250Z,95.11,119.55,270.24,125.24
2025-08-17T15:44:17.500Z,96.59,120.31,272.6,125.41
2025-08-17T15:44:17.750Z,96.12,120.05,271.73,125.53
2025-08-17T15:44:18.000Z,96.24,120.1,271.88,125.6
2025-08-17T15:44:18.250Z,97.65,120.86,274.25,125.6
2025-08-17T15:44:18.500Z,95.63,119.79,270.92,125.53
2025-08-17T15:44:18.750Z,95.99,119.99,271.6,125.4
2025-08-17T15:44:19.000Z,94.41,119.18,269.09,125.23
2025-08-17T15:44:19.250Z,94.58,119.29,269.48,125.05
2025-08-17T15:44:19.500Z,94.57,119.31,269.59,124.89
2025-08-17T15:44:19.750Z,94.16,119.11,268.98,124.77
2025-08-17T15:44:20.000Z,93.89,118.97,268.57,124.71
2025-08-17T15:44:20.250Z,93.55,118.78,267.99,124.73
2025-08-17T15:44:20.500Z,93.24,118.61,267.43,124.81
2025-08-17T15:44:20.750Z,94.77,119.41,269.88,124.94
2025-08-17T15:44:21.000Z,94.31,119.14,269,125.12
2025-08-17T15:44:21.250Z,95.47,119.73,270.8,125.29
2025-08-17T15:44:21.500Z,96.48,120.25,272.39,125.45
2025-08-17T15:44:21.750Z,96.73,120.37,272.73,125.56
2025-08-17T15:44:22.000Z,96.76,120.38,272.75,125.61
2025-08-17T15:44:22.250Z,97.43,120.74,273.88,125.59
2025-08-17T15:44:22.500Z,97.01,120.53,273.24,125.5
2025-08-17T15:44:22.750Z,95.3,119.63,270.48,125.35
2025-08-17T15:44:23.000Z,95.71,119.87,271.28,125.18
2025-08-17T15:44:23.250Z,94.57,119.29,269.5,125
2025-08-17T15:44:23.500Z,94.61,119.33,269.67,124.85
2025-08-17T15:44:23.750Z,93.96,119,268.66,124.75
2025-08-17T15:44:24.000Z,93.76,118.9,268.35,124.71
2025-08-17T15:44:24.250Z,94.12,119.09,268.93,124.74
2025-08-17T15:44:24.500Z,93.15,118.56,267.25,124.84
2025-08-17T15:44:24.750Z,94.09,119.04,268.71,124.99
2025-08-17T15:44:25.000Z,95.09,119.55,270.26,125.17
2025-08-17T15:44:25.250Z,95.39,119.68,270.65,125.34
2025-08-17T15:44:25.500Z,96.5,120.26,272.4,125.49
2025-08-17T15:44:25.750Z,96.46,120.22,272.27,125.58
2025-08-17T15:44:26.000Z,96.58,120.28,272.45,125.61
2025-08-17T15:44:26.250Z,96.62,120.31,272.55,125.57
2025-08-17T15:44:26.500Z,96.5,120.26,272.42,125.46
2025-08-17T15:44:26.750Z,96.03,120.03,271.74,125.3
2025-08-17T15:44:27.000Z,94.83,119.41,269.85,125.13
2025-08-17T15:44:27.250Z,94.69,119.36,269.74,124.95
2025-08-17T15:44:27.500Z,92.99,118.47,267,124.81
2025-08-17T15:44:27.750Z,93.85,118.95,268.49,124.73
2025-08-17T15:44:28.000Z,92.55,118.25,266.33,124.71
2025-08-17T15:44:28.250Z,92.6,118.27,266.39,124.77
2025-08-17T15:44:28.500Z,94.55,119.29,269.55,124.88
2025-08-17T15:44:28.750Z,94.46,119.23,269.3,125.04
2025-08-17T15:44:29.000Z,96.05,120.05,271.83,125.22
2025-08-17T15:44:29.250Z,96.06,120.03,271.73,125.39
2025-08-17T15:44:29.500Z,96.14,120.06,271.78,125.52
2025-08-17T15:44:29.750Z,97.02,120.52,273.19,125.6
2025-08-17T15:44:30.000Z,97.55,120.8,274.07,125.6
2025-08-17T15:44:30.250Z,97.18,120.61,273.5,125.54
2025-08-17T15:44:30.500Z,96.89,120.47,273.09,125.42
2025-08-17T15:44:30.750Z,94.7,119.33,269.56,125.25
2025-08-17T15:44:31.000Z,95.12,119.58,270.38,125.07
2025-08-17T15:44:31.250Z,93.38,118.67,267.59,124.91
2025-08-17T15:44:31.500Z,94.08,119.06,268.84,124.78
2025-08-17T15:44:31.750Z,92.48,118.21,266.21,124.72
2025-08-17T15:44:32.000Z,94.11,119.08,268.92,124.72
2025-08-17T15:44:32.250Z,94.23,119.14,269.08,124.79
2025-08-17T15:44:32.500Z,93.67,118.82,268.06,124.93
2025-08-17T15:44:32.750Z,94.2,119.08,268.82,125.09
2025-08-17T15:44:33.000Z,94.57,119.26,269.33,125.27
2025-08-17T15:44:33.250Z,96.59,120.31,272.59,125.43
2025-08-17T15:44:33.500Z,96.82,120.42,272.89,125.55
2025-08-17T15:44:33.750Z,96.69,120.34,272.64,125.61
2025-08-17T15:44:34.000Z,96.47,120.23,272.28,125.59
2025-08-17T15:44:34.250Z,97.01,120.53,273.24,125.51
2025-08-17T15:44:34.500Z,96.61,120.33,272.67,125.37
2025-08-17T15:44:34.750Z,94.72,119.35,269.62,125.2
2025-08-17T15:44:35.000Z,94.21,119.1,268.9,125.02
2025-08-17T15:44:35.250Z,93.32,118.64,267.51,124.87
2025-08-17T15:44:35.500Z,92.68,118.32,266.52,124.76
2025-08-17T15:44:35.750Z,93.29,118.65,267.57,124.71
2025-08-17T15:44:36.000Z,94.17,119.11,269.01,124.74
2025-08-17T15:44:36.250Z,94.14,119.08,268.9,124.83
2025-08-17T15:44:36.500Z,93.68,118.82,268.04,124.97
2025-08-17T15:44:36.750Z,95.73,119.89,271.35,125.15
2025-08-17T15:44:37.000Z,96.14,120.09,271.91,125.32
2025-08-17T15:44:37.250Z,96,119.99,271.58,125.47
2025-08-17T15:44:37.500Z,96.94,120.48,273.08,125.57
2025-08-17T15:44:37.750Z,97.55,120.8,274.06,125.61
2025-08-17T15:44:38.000Z,97.41,120.73,273.86,125.57
2025-08-17T15:44:38.250Z,95.43,119.69,270.63,125.47
2025-08-17T15:44:38.500Z,95.42,119.7,270.71,125.32
2025-08-17T15:44:38.750Z,94.4,119.18,269.12,125.15
2025-08-17T15:44:39.000Z,94.89,119.46,270.05,124.97
2025-08-17T15:44:39.250Z,93.86,118.94,268.44,124.83
2025-08-17T15:44:39.500Z,93.28,118.64,267.54,124.74
2025-08-17T15:44:39.750Z,93.43,118.72,267.81,124.71
2025-08-17T15:44:40.000Z,93.17,118.58,267.33,124.76
2025-08-17T15:44:40.250Z,93.76,118.88,268.24,124.87
2025-08-17T15:44:40.500Z,93.81,118.88,268.23,125.02
2025-08-17T15:44:40.750Z,94.85,119.41,269.84,125.2
2025-08-17T15:44:41.000Z,96.39,120.21,272.3,125.37
2025-08-17T15:44:41.250Z,95.66,119.8,270.98,125.51
2025-08-17T15:44:41.500Z,97.03,120.52,273.21,125.59
2025-08-17T15:44:41.750Z,97.01,120.51,273.18,125.61
2025-08-17T15:44:42.000Z,95.97,119.96,271.47,125.55
2025-08-17T15:44:42.250Z,95.93,119.96,271.48,125.43
2025-08-17T15:44:42.500Z,95.05,119.51,270.13,125.27
2025-08-17T15:44:42.750Z,94.63,119.31,269.54,125.1
2025-08-17T15:44:43.000Z,94.65,119.35,269.7,124.93
2025-08-17T15:44:43.250Z,93.33,118.66,267.58,124.8
2025-08-17T15:44:43.500Z,93.12,118.55,267.27,124.72
2025-08-17T15:44:43.750Z,93.82,118.93,268.45,124.72
2025-08-17T15:44:44.000Z,92.82,118.39,266.74,124.78
2025-08-17T15:44:44.250Z,94.34,119.18,269.19,124.91
2025-08-17T15:44:44.500Z,95.05,119.54,270.26,125.07
2025-08-17T15:44:44.750Z,94.77,119.36,269.67,125.25
2025-08-17T15:44:45.000Z,96.78,120.41,272.91,125.41
2025-08-17T15:44:45.250Z,96.67,120.34,272.64,125.54
2025-08-17T15:44:45.500Z,96.9,120.46,273,125.6
2025-08-17T15:44:45.750Z,97.44,120.74,273.9,125.6
2025-08-17T15:44:46.000Z,96.64,120.32,272.6,125.52
2025-08-17T15:44:46.250Z,95.13,119.54,270.18,125.39
2025-08-17T15:44:46.500Z,94.45,119.2,269.16,125.22
2025-08-17T15:44:46.750Z,95.35,119.7,270.77,125.04
2025-08-17T15:44:47.000Z,94.66,119.35,269.73,124.88
2025-08-17T15:44:47.250Z,93.59,118.8,268.03,124.77
2025-08-17T15:44:47.500Z,92.37,118.15,266.02,124.71
2025-08-17T15:44:47.750Z,93.77,118.9,268.36,124.73
2025-08-17T15:44:48.000Z,93.25,118.61,267.43,124.81
2025-08-17T15:44:48.250Z,93.75,118.86,268.17,124.95
2025-08-17T15:44:48.500Z,95.06,119.53,270.24,125.12
2025-08-17T15:44:48.750Z,96.04,120.03,271.75,125.3
2025-08-17T15:44:49.000Z,97,120.53,273.26,125.46
2025-08-17T15:44:49.250Z,96.26,120.12,271.95,125.56
2025-08-17T15:44:49.500Z,97.06,120.54,273.25,125.61
2025-08-17T15:44:49.750Z,96.59,120.29,272.49,125.58
2025-08-17T15:44:50.000Z,95.58,119.77,270.86,125.49
2025-08-17T15:44:50.250Z,94.99,119.47,269.98,125.34
2025-08-17T15:44:50.500Z,95.41,119.72,270.8,125.17
2025-08-17T15:44:50.750Z,94.64,119.33,269.63,124.99
2025-08-17T15:44:51.000Z,94.2,119.11,268.99,124.84
2025-08-17T15:44:51.250Z,92.53,118.24,266.27,124.74
2025-08-17T15:44:51.500Z,92.31,118.12,265.93,124.71
2025-08-17T15:44:51.750Z,93.41,118.71,267.74,124.75
2025-08-17T15:44:52.000Z,94.34,119.19,269.22,124.85
2025-08-17T15:44:52.250Z,94.65,119.34,269.64,125
2025-08-17T15:44:52.500Z,94.88,119.43,269.91,125.18
2025-08-17T15:44:52.750Z,95.51,119.75,270.84,125.35
2025-08-17T15:44:53.000Z,97.23,120.65,273.62,125.49
